pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,5.99891,0.7820234884324229,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.0085123,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00024706,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00361099,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.82730591,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95907873,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90544748,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.13425757,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.08708426,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,17.4207,1.351604869306147,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,7.917577,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.938685,1.2878189136989204,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,10,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.094248,0.7944518388061025,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.00777853,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00024176,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.0033092,,normalized_only
